model_name,display_name,model_family,model_type,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,14631.12,210688124,34.994,34.987,35.140,35.227,5.45,0.54,328.4,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:21:16
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,5217.61,75133565,98.129,98.149,98.721,99.010,21.51,2.14,629.2,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:21:52
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1455.28,20956026,351.822,351.768,353.141,353.638,85.50,8.53,1358.5,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:22:35
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,436.33,6283173,1173.420,1173.748,1176.193,1176.963,302.90,30.25,2540.4,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:23:39
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,5099.32,73430220,100.406,100.385,100.751,100.952,21.52,2.14,629.2,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:24:15
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1434.14,20651609,357.009,356.918,358.418,359.135,85.51,8.53,1358.5,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:24:58
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1809.08,26050801,283.016,282.916,283.999,284.121,27.52,4.19,3009.5,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:25:39
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,956.64,13775595,535.207,535.199,536.621,537.708,48.84,8.95,3095.0,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:26:25
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,614.64,8850775,833.012,832.959,834.735,835.154,86.74,15.76,4192.0,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:27:19
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,311.31,4482874,1644.659,1644.072,1649.440,1650.704,194.99,35.11,6510.3,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:28:31
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1431.27,20610249,357.725,357.757,358.839,359.215,85.49,8.62,1279.1,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:29:14
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,431.10,6207805,1187.666,1187.565,1191.093,1191.341,302.94,30.50,2436.3,False,2,120,2.10.0+cu128,12.8,2026-04-29T23:30:19
resnet18,ResNet-18,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,7481.96,155145902,68.431,68.397,68.778,68.989,11.18,1.58,1541.3,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:31:04
resnet50,ResNet-50,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2543.52,52742445,201.296,201.247,201.831,201.964,23.53,3.52,2441.6,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:31:42
resnet101,ResNet-101,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1475.49,30595735,347.004,346.994,347.788,348.047,42.52,6.58,2517.6,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:32:24
resnet152,ResNet-152,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1021.71,21186120,501.122,500.998,502.205,502.511,58.16,9.65,2580.1,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:33:09
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,6606.63,136995150,77.498,77.493,77.531,77.594,4.02,0.34,2701.9,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:33:45
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2278.02,47237061,224.756,224.713,224.971,225.052,17.57,1.35,4032.0,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:34:24
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,859.07,17813702,595.992,595.903,597.210,597.400,63.81,4.68,5497.0,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:35:12
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2306.41,47825691,221.990,221.961,223.140,223.872,27.83,3.55,3053.8,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:35:52
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1302.95,27018046,392.953,392.735,394.630,395.291,49.46,7.05,3140.3,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:36:35
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,836.38,17343097,612.165,612.242,613.499,613.674,87.58,12.46,4226.9,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:37:25
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,367.54,7621320,1393.044,1393.228,1396.893,1400.331,196.25,27.88,12220.9,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:38:32
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,30073.94,623613290,17.025,17.022,17.046,17.060,1.53,0.05,738.9,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:39:07
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,11132.51,230843723,45.991,45.988,46.014,46.031,4.21,0.19,1853.2,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:39:42
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,8566.05,177625669,59.771,59.765,59.933,59.978,3.91,0.36,1512.3,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:40:17
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,730.41,15145715,700.979,701.575,701.919,701.955,19.57,3.34,3275.4,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:41:06
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,8547.82,177247564,59.898,59.865,60.154,60.253,5.50,0.89,548.6,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:41:41
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3010.69,62429644,170.061,170.080,170.397,170.583,21.63,3.53,1000.6,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:42:19
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,877.53,18196499,583.455,583.606,585.246,585.501,85.72,14.02,2032.9,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:43:07
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,259.88,5388776,1970.175,1970.517,1973.293,1973.832,303.19,49.65,3413.9,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:44:28
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2937.56,60913195,174.294,174.218,174.868,175.178,21.63,3.53,1000.7,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:45:06
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,866.31,17963889,591.010,590.999,593.072,593.812,85.74,14.02,2033.0,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:45:53
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1415.74,29356700,361.649,361.595,362.450,362.944,27.52,5.26,4322.5,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:46:35
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,791.98,16422587,646.477,646.347,648.328,648.506,48.84,10.50,4408.2,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:47:23
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,514.81,10675052,994.546,994.715,996.650,997.209,86.75,18.50,5923.5,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:48:19
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,261.62,5424927,1957.046,1957.224,1961.284,1962.189,195.00,41.23,9064.1,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:49:38
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,864.29,17922004,592.391,592.408,594.473,594.803,85.71,14.27,1903.6,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:50:26
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,257.17,5332643,1990.914,1990.584,1996.664,1999.378,303.25,50.31,3243.5,False,3,144,2.10.0+cu128,12.8,2026-04-29T23:51:47
resnet18,ResNet-18,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,18279.48,74872742,28.010,28.005,28.047,28.086,11.20,0.34,635.6,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:54:31
resnet50,ResNet-50,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,7260.98,29740960,70.514,70.514,70.607,70.665,23.55,0.71,762.2,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:55:06
resnet101,ResNet-101,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3362.97,13774720,152.246,152.241,152.346,152.407,42.54,1.32,838.1,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:55:44
resnet152,ResNet-152,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2270.08,9298250,225.543,225.536,225.690,225.715,58.19,1.92,900.6,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:56:24
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,17756.23,72729511,28.835,28.831,28.854,28.874,4.02,0.07,613.1,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:56:59
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,6167.26,25261095,83.019,83.008,83.102,83.177,17.57,0.26,920.9,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:57:35
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2417.79,9903280,211.763,211.744,211.962,212.141,63.82,0.87,1363.5,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:58:15
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,10945.96,44834659,46.775,46.745,47.070,47.268,27.84,0.73,758.5,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:58:53
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,6215.22,25457522,82.378,82.377,82.979,83.232,49.47,1.42,845.0,False,10,64,2.10.0+cu128,12.8,2026-04-29T23:59:30
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3829.22,15684484,133.709,133.680,134.167,134.272,87.59,2.51,1184.0,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:00:10
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1262.09,5169537,405.675,405.355,407.750,408.153,196.27,5.62,11385.3,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:00:57
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,66368.58,271845685,7.714,7.713,7.722,7.731,1.53,0.01,218.8,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:01:31
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,29460.61,120670657,17.379,17.373,17.391,17.418,4.22,0.04,446.1,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:02:05
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,19607.82,80313648,26.112,26.110,26.229,26.271,3.91,0.07,377.8,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:02:40
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2300.47,9422733,222.563,222.569,222.824,222.900,19.57,0.66,1218.4,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:03:19
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,35006.47,143386484,14.626,14.613,14.758,14.815,5.84,0.20,200.1,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:03:53
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,12578.35,51520910,40.705,40.708,40.966,41.060,22.29,0.75,345.9,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:04:27
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,4029.74,16505835,127.055,127.196,127.571,127.702,87.04,2.95,765.3,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:05:06
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1152.26,4719638,444.346,444.050,446.562,446.850,304.96,10.35,1742.2,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:05:55
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,12315.42,50443942,41.574,41.589,41.884,42.008,22.30,0.75,346.0,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:06:30
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3978.97,16297877,128.676,128.810,129.213,129.359,87.06,2.95,765.3,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:07:08
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,7470.35,30598537,68.538,68.529,68.876,69.109,27.52,0.85,1182.2,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:07:43
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,4782.66,19589778,107.053,106.991,107.742,108.049,48.82,1.54,1267.4,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:08:20
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3160.25,12944375,162.013,161.940,163.099,163.405,86.72,2.72,1747.9,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:08:59
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1723.65,7060058,297.045,296.940,298.010,298.259,194.97,6.06,2835.2,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:09:43
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3973.73,16276385,128.846,128.869,129.496,129.650,87.05,2.96,738.1,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:10:21
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1138.88,4664857,449.564,449.545,450.519,451.216,304.99,10.38,1706.8,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:11:11
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,8534.96,34959210,59.989,59.977,60.182,60.264,24.23,0.73,2792.5,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:11:46
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3136.65,12847717,163.231,163.043,164.080,164.695,73.52,2.62,3948.7,False,10,64,2.10.0+cu128,12.8,2026-04-30T00:12:25
resnet18,ResNet-18,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,9240.49,133063042,55.408,55.355,55.746,58.795,11.21,1.31,1417.4,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:13:00
resnet50,ResNet-50,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3237.11,46614374,158.166,158.145,158.432,158.671,23.56,2.72,1999.3,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:13:37
resnet101,ResNet-101,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1787.78,25744043,286.389,286.348,287.038,287.211,42.55,5.15,2075.2,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:14:19
resnet152,ResNet-152,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1224.14,17627588,418.253,418.149,419.076,419.511,58.19,7.50,2137.8,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:15:04
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,8454.47,121744409,60.560,60.551,60.635,60.658,4.02,0.26,2154.0,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:15:39
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2926.38,42139880,174.960,174.957,175.069,175.109,17.57,0.98,3091.2,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:16:19
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1100.75,15850813,465.137,465.126,465.412,465.604,63.82,3.33,4166.4,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:17:07
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3497.84,50368933,146.376,146.258,147.205,147.441,27.84,2.26,2423.9,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:17:46
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2042.77,29415853,250.640,250.725,251.271,251.410,49.48,4.38,2510.4,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:18:27
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1335.70,19234101,383.319,383.401,384.313,384.973,87.60,7.73,3313.7,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:19:11
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,548.11,7892787,934.119,933.719,937.789,937.960,196.27,17.27,12096.8,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:20:08
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,35853.84,516295247,14.280,14.278,14.293,14.303,1.53,0.05,783.8,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:20:42
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,14202.46,204515436,36.050,36.048,36.076,36.094,4.22,0.15,1560.7,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:21:17
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,10514.73,151412064,48.694,48.692,48.825,48.914,3.91,0.27,1325.7,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:21:52
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,888.23,12790476,576.429,576.898,577.375,577.477,19.57,2.48,2568.7,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:22:38
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,13162.06,189533730,38.900,38.871,39.122,39.234,5.94,0.59,626.5,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:23:13
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,4807.99,69234994,106.490,106.508,107.299,107.439,22.50,2.24,928.0,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:23:49
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1420.28,20452040,360.492,360.414,361.658,362.094,87.46,8.72,1662.4,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:24:32
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,431.82,6218226,1185.676,1185.678,1188.710,1189.032,305.52,30.51,2845.4,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:25:37
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,4717.87,67937301,108.524,108.409,109.007,109.251,22.51,2.24,928.0,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:26:13
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1401.03,20174848,365.445,365.407,366.749,367.145,87.48,8.72,1662.5,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:26:56
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1792.27,25808741,285.671,285.550,286.929,287.107,27.53,4.22,3305.0,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:27:37
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,951.83,13706390,537.910,537.730,539.658,540.029,48.85,8.98,3390.5,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:28:23
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,613.03,8827593,835.199,835.200,837.064,837.614,86.76,15.80,4487.6,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:29:16
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,310.71,4474226,1647.838,1647.631,1652.058,1652.727,195.02,35.17,6805.9,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:30:28
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1401.30,20178790,365.374,365.414,366.509,366.756,87.46,8.82,1583.0,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:31:11
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,427.27,6152643,1198.314,1198.104,1201.921,1202.088,305.56,30.75,2741.3,False,12,120,2.10.0+cu128,12.8,2026-04-30T00:32:15
resnet18,ResNet-18,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,8866.39,145266973,57.746,57.700,58.136,58.454,11.21,1.42,1530.9,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:33:00
resnet50,ResNet-50,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3100.31,50795481,165.145,165.144,165.370,165.518,23.56,2.90,2253.0,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:33:37
resnet101,ResNet-101,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1744.68,28584757,293.464,293.408,294.088,294.137,42.55,5.32,2328.9,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:34:18
resnet152,ResNet-152,ResNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1199.58,19653879,426.817,426.755,427.526,427.675,58.19,7.75,2391.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:35:02
efficientnet_b0,EfficientNet-B0,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,8048.08,131859780,63.618,63.609,63.686,63.748,4.02,0.27,2441.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:35:37
efficientnet_b4,EfficientNet-B4,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2799.47,45866456,182.892,182.894,182.988,183.067,17.57,1.02,3504.6,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:36:15
efficientnet_b7,EfficientNet-B7,EfficientNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1059.18,17353605,483.393,483.369,483.622,483.703,63.82,3.43,4702.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:37:01
convnext_tiny,ConvNeXt-T,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2862.31,46896086,178.877,178.798,180.182,180.467,27.84,2.94,2738.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:37:40
convnext_small,ConvNeXt-S,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1649.25,27021260,310.445,310.599,311.505,311.948,49.48,5.70,2824.7,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:38:21
convnext_base,ConvNeXt-B,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1042.64,17082664,491.060,491.074,492.464,492.657,87.60,10.06,3717.4,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:39:09
convnext_large,ConvNeXt-L,ConvNeXt,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,448.02,7340282,1142.818,1142.788,1146.617,1147.379,196.27,22.50,12308.1,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:40:12
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,34594.61,566798105,14.800,14.796,14.813,14.845,1.53,0.05,888.9,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:40:46
